"profil";"secteur_activite";"date";"region";"temperature_2m_mean";"relative_humidity_mean";"precipitation_sum";"total_energie_soutiree_wh";"is_vacances";"nom_vacances"
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-09-24;Bretagne;15.964583;68.973595;0.0;11826706279;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-02-17;Centre-Val de Loire;8.345834;78.182594;0.0;15735954;1;Vacances d'hiver
ENT1 (+ ENT2);S2: Industrie;2025-11-08;Hauts-de-France;10.735416;92.15223;0.0;1634038416;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-09-01;Auvergne-Rhône-Alpes;20.916666;61.186428;0.0;50323883;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-02-22;Hauts-de-France;10.008333;88.05006;8.2;41542566;0;Vacances d'hiver
ENT1 (+ ENT2);S4: Non Affecté;2025-09-20;Centre-Val de Loire;20.3125;76.887985;2.0;3790966.0;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-09-02;Nouvelle Aquitaine;;;;14298868299;0;
ENT1 (+ ENT2);S2: Industrie;2025-12-16;Bretagne;9.045834;93.20281;1.4;2718891092;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-03-11;Hauts-de-France;6.304167;80.82258;0.1;752198053;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-09-20;Centre-Val de Loire;20.3125;76.887985;2.0;9636868820;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-09-06;Hauts-de-France;17.116667;91.56664;26.199999;3830315.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-08-26;Grand-Est;;;;0.0;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-02-08;Bretagne;11.96875;88.37136;12.9;20095783;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-12-24;Provence-Alpes-Côte d'Azur;6.429167;62.329693;0.0;293972282;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-12-16;Normandie;8.962501;93.23261;0.0;14433715450;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-08-02;Hauts-de-France;20.910418;82.29447;2.6;21440088726;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2023-10-29;Pays de la Loire;13.898001;70.48677;5.0;802469618;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-25;Auvergne-Rhône-Alpes;10.885417;79.67635;0.0;47762713138;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-06-25;Bourgogne-Franche-Comté;21.793749;69.409584;0.0;10725660862;0;
ENT1 (+ ENT2);S2: Industrie;2025-03-07;Île-de-France;10.729167;69.05994;0.0;6130982660;0;Vacances d'hiver
ENT1 (+ ENT2);S3: Tertiaire;2024-08-06;Centre-Val de Loire;21.214582;70.14215;0.0;5840152605;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-12-29;Nouvelle Aquitaine;;;;16276740922;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-06-24;Normandie;17.7875;76.99055;0.0;8059334763;0;
ENT1 (+ ENT2);S2: Industrie;2024-04-29;Normandie;10.464583;77.03878;0.0;1859317844;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-12-10;Provence-Alpes-Côte d'Azur;13.591667;88.92519;3.0;26180642795;0;
ENT1 (+ ENT2);S2: Industrie;2025-08-29;Île-de-France;17.327084;74.493454;3.3;4490014841;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-09-25;Occitanie;17.9;56.179943;0.0;3163501036;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-11-27;Île-de-France;6.4812503;87.1964;5.9;57379500420;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-09-24;Île-de-France;13.431251;75.6988;0.0;29922515344;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-03-05;Pays de la Loire;7.15625;80.6298;2.0;30430121;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-03-07;Centre-Val de Loire;11.127083;65.531906;0.0;418007116;1;Vacances d'hiver
ENT1 (+ ENT2);S3: Tertiaire;2025-08-03;Occitanie;22.047918;41.154446;0.0;14289953459;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-06-19;Auvergne-Rhône-Alpes;25.854166;46.00886;0.0;580002882;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-09-02;Grand-Est;;;;16738115;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-04-28;Bretagne;10.277083;79.88765;8.7;668711409;1;Vacances de printemps
ENT1 (+ ENT2);S4: Non Affecté;2024-08-07;Provence-Alpes-Côte d'Azur;26.3125;57.46741;0.0;84103552;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-11-06;Normandie;9.122916;81.58968;0.4;1974496641;0;
ENT1 (+ ENT2);S1: Agriculture;2024-11-20;Hauts-de-France;3.4750001;69.84942;0.6;1054683746;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-07-27;Bourgogne-Franche-Comté;18.035418;77.275734;4.1;4958449652;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-02-07;Provence-Alpes-Côte d'Azur;9.047917;76.32329;0.0;2572211644;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-05-10;Bourgogne-Franche-Comté;13.760417;67.09172;0.1;7977340398;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-06-21;Île-de-France;27.75625;37.858963;0.0;220317522;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-08-16;Hauts-de-France;18.3375;78.52441;0.0;11796523253;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-09-10;Auvergne-Rhône-Alpes;15.472917;75.67281;0.5;51224936320;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-09-29;Pays de la Loire;18.61875;80.25688;0.5;15459960;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-07-27;Pays de la Loire;17.960417;87.56986;9.6;8620026359;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-09-24;Nouvelle Aquitaine;;;;13793224876;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-02-12;Normandie;5.2291665;89.390076;0.6;14679638125;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-11-28;Île-de-France;9.047916;95.44453;7.2;24412234236;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-08-17;Centre-Val de Loire;22.160416;81.05312;5.0;1393350753;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-09-09;Centre-Val de Loire;16.658333;84.675934;4.9;4574817.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-03-06;Grand-Est;;;;15600448;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-05-04;Bretagne;14.164584;68.60277;7.9;0.0;0;Vacances de printemps
ENT1 (+ ENT2);S4: Non Affecté;2025-06-17;Île-de-France;22.397917;53.59119;0.0;23831734;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-09-26;Provence-Alpes-Côte d'Azur;21.710417;80.39738;1.1;60082409;0;
ENT1 (+ ENT2);S1: Agriculture;2025-06-08;Occitanie;18.210417;69.58599;0.6;521072146;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-08-16;Grand-Est;;;;231648044;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-02-04;Occitanie;4.775;95.74075;0.0;344811308;0;
ENT1 (+ ENT2);S1: Agriculture;2024-03-02;Centre-Val de Loire;6.7083335;91.63015;13.9;325831585;1;Vacances d'hiver
ENT1 (+ ENT2);S2: Industrie;2025-08-25;Nouvelle Aquitaine;;;;3052956968;0;
ENT1 (+ ENT2);S1: Agriculture;2024-05-30;Centre-Val de Loire;13.945834;83.67487;5.8;281919652;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-07-31;Bretagne;18.741667;81.98336;8.9;243983.0;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-02-26;Pays de la Loire;7.1895833;84.09108;0.6;12908505235;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-08-27;Normandie;18.397917;73.48847;0.0;148660744;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2025-03-06;Nouvelle Aquitaine;;;;11045813;0;
ENT1 (+ ENT2);S2: Industrie;2025-08-01;Pays de la Loire;19.608334;74.099205;1.8;2191563104;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-09-04;Hauts-de-France;19.862501;72.25793;0.0;2183343619;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-11-14;Centre-Val de Loire;15.222917;76.92693;0.9;2925300.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-07-28;Provence-Alpes-Côte d'Azur;22.425001;46.57844;0.0;3450573.0;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2025-12-29;Provence-Alpes-Côte d'Azur;8.0125;69.489815;0.0;48713669;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-11-05;Auvergne-Rhône-Alpes;11.697917;71.2001;0.5;25385792237;1;Vacances de la Toussaint
ENT1 (+ ENT2);S1: Agriculture;2025-03-03;Hauts-de-France;3.6458333;83.55784;0.0;759748204;0;Vacances d'hiver
ENT1 (+ ENT2);S4: Non Affecté;2025-08-01;Île-de-France;18.827082;77.15618;1.4;33659990;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-08-04;Nouvelle Aquitaine;;;;17091673359;0;
ENT1 (+ ENT2);S1: Agriculture;2023-12-09;Hauts-de-France;8.4;88.47644;13.7;952608480;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-07-28;Centre-Val de Loire;18.887499;73.07177;0.0;8117171200;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-06-14;Normandie;14.439583;79.135956;11.2;8375526896;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-12-08;Île-de-France;6.68125;94.70807;3.3;56364941281;0;
ENT1 (+ ENT2);S1: Agriculture;2024-12-17;Nouvelle Aquitaine;;;;1164555785;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-12-22;Île-de-France;6.5416665;80.754745;18.9;43791680346;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-12-21;Auvergne-Rhône-Alpes;3.9833333;85.19141;1.4000001;373407787;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-09-26;Île-de-France;17.4625;77.34318;0.0;72081679033;0;
ENT1 (+ ENT2);S1: Agriculture;2025-10-30;Occitanie;13.864583;83.52967;2.1;574187226;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-09-24;Île-de-France;13.431251;75.6988;0.0;3444486.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-06-10;Auvergne-Rhône-Alpes;17.456251;64.997856;0.0;27934086;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-02-29;Bourgogne-Franche-Comté;3.075;89.19806;0.0;10774200706;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-11-10;Bretagne;11.835416;91.57943;0.0;10035228672;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-12-25;Pays de la Loire;1.2416667;78.138466;0.8;12449643556;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-11-02;Bretagne;11.097917;84.10465;2.3;0.0;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-12-21;Bourgogne-Franche-Comté;7.6749997;90.98316;3.7;181831398;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-02-26;Pays de la Loire;8.40625;83.97973;2.9;16911010296;0;Vacances d'hiver
ENT1 (+ ENT2);S3: Tertiaire;2024-08-08;Centre-Val de Loire;20.060417;65.65005;0.0;5655544465;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-03-30;Provence-Alpes-Côte d'Azur;13.204349;57.574425;0.0;20299733656;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-10-29;Auvergne-Rhône-Alpes;11.627083;84.18816;8.0;24145376118;1;Vacances de la Toussaint
ENT1 (+ ENT2);S1: Agriculture;2025-12-26;Centre-Val de Loire;-0.5541667;87.19051;0.0;423704256;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-27;Occitanie;8.033334;93.512245;0.0;2247984.0;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-08-22;Île-de-France;22.839584;66.065414;0.0;92355061;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-02-05;Pays de la Loire;9.052083;86.21414;0.1;3418853755;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-01-26;Bourgogne-Franche-Comté;8.3875;88.52027;3.1000001;7898232.0;0;
ENT1 (+ ENT2);S2: Industrie;2024-05-21;Hauts-de-France;14.474999;88.20054;6.3;2440782820;0;
ENT1 (+ ENT2);S1: Agriculture;2024-01-27;Pays de la Loire;6.910417;89.06168;0.0;829346457;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-11-20;Provence-Alpes-Côte d'Azur;14.002083;69.326836;0.0;10967474603;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-09-19;Normandie;19.004168;67.33949;0.0;8365536270;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-03-04;Pays de la Loire;8.133333;79.61228;0.0;0.0;0;Vacances d'hiver
ENT1 (+ ENT2);S2: Industrie;2025-11-19;Occitanie;4.4583335;84.05136;2.4;3903303306;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-03-24;Grand-Est;;;;143217283;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-09-17;Pays de la Loire;16.108334;81.614075;0.0;9669271442;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-08-06;Auvergne-Rhône-Alpes;17.339582;56.71317;0.4;341859047;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-11-19;Grand-Est;;;;13172788245;0;
ENT1 (+ ENT2);S1: Agriculture;2025-03-14;Bretagne;3.7395833;77.72323;0.5;2557549755;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-12-18;Centre-Val de Loire;11.066667;78.56593;0.0;596787175;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-12-08;Île-de-France;14.197917;84.73716;1.3;81880770411;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-07-29;Grand-Est;;;;2527648.0;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-07-28;Normandie;19.487501;83.22176;2.0;7737666421;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-03-29;Pays de la Loire;8.83125;71.028694;0.0;12390166021;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-02-26;Grand-Est;;;;12069412293;0;
ENT1 (+ ENT2);S2: Industrie;2025-11-23;Île-de-France;3.5645835;94.286156;15.1;5392510577;0;
ENT1 (+ ENT2);S2: Industrie;2024-03-27;Île-de-France;8.085417;77.2333;1.2;6620855565;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-08-27;Normandie;15.05;82.52135;5.8;243312.0;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2025-06-20;Provence-Alpes-Côte d'Azur;26.127083;57.418335;0.0;567241447;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-06-02;Île-de-France;17.672916;62.581898;1.4000001;74988213175;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-05-21;Nouvelle Aquitaine;;;;24872937;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-12-18;Occitanie;10.95625;86.051636;0.0;477667208;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-09-03;Centre-Val de Loire;23.589584;68.189255;0.0;49909.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-06-02;Normandie;15.752083;64.883545;0.4;222968034;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-08-01;Hauts-de-France;17.554167;81.3978;6.6000004;649059576;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-11-22;Normandie;1.3208333;87.43267;3.1;14851900477;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-09-06;Provence-Alpes-Côte d'Azur;21.525;59.678356;0.0;26588725608;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-12-04;Normandie;4.6541667;95.46371;0.0;11761030671;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-04-25;Hauts-de-France;12.131249;78.2535;0.0;0.0;0;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2024-06-12;Centre-Val de Loire;12.583333;71.40328;0.6;5572484547;0;
ENT1 (+ ENT2);S1: Agriculture;2025-08-23;Normandie;15.866666;73.34571;0.0;544194144;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-04-26;Normandie;8.39375;83.8488;8.1;1806235.0;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-02-19;Île-de-France;10.320833;86.881226;0.4;23161821912;1;Vacances d'hiver
ENT1 (+ ENT2);S1: Agriculture;2023-09-14;Nouvelle Aquitaine;;;;1393293274;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-02-28;Provence-Alpes-Côte d'Azur;10.3625;78.20205;0.8;19745184906;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-10-26;Provence-Alpes-Côte d'Azur;13.29;63.52759;0.0;7024551938;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-05-14;Centre-Val de Loire;14.485416;86.77712;23.199999;9889983474;0;
ENT1 (+ ENT2);S1: Agriculture;2025-09-21;Hauts-de-France;14.010417;75.24307;1.4000001;998679505;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-09-08;Auvergne-Rhône-Alpes;18.9875;79.86263;29.800001;41426965;0;
ENT1 (+ ENT2);S1: Agriculture;2025-06-13;Normandie;22.775;73.24915;7.8999996;562988963;0;
ENT1 (+ ENT2);S2: Industrie;2023-12-23;Normandie;9.6375;85.95301;1.5;1338025813;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-06-11;Bretagne;12.425;67.88219;0.7;13378878568;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-04-28;Provence-Alpes-Côte d'Azur;15.729167;72.90031;10.8;212621188;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-08-17;Pays de la Loire;26.59375;46.59286;0.0;11882728346;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-08-31;Pays de la Loire;20.041666;84.874374;17.5;0.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-09-14;Auvergne-Rhône-Alpes;11.825;65.04185;0.0;28613242459;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-02-29;Nouvelle Aquitaine;;;;1060746376;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-08-30;Grand-Est;;;;199679696;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-06-29;Bretagne;15.7625;73.356514;1.2;11033426419;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-11-07;Auvergne-Rhône-Alpes;8.220834;80.87777;0.90000004;26786364770;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-11-12;Normandie;8.829166;82.065735;0.1;10844453896;0;
ENT1 (+ ENT2);S2: Industrie;2025-07-27;Île-de-France;18.266666;80.64608;4.3;3035390812;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2023-09-29;Centre-Val de Loire;18.520834;78.94883;0.1;12541123;0;
ENT1 (+ ENT2);S1: Agriculture;2025-08-19;Île-de-France;22.645834;57.826252;0.5;312519455;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-06-06;Occitanie;20.745832;76.29525;0.0;16674575854;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-08-09;Pays de la Loire;22.233332;58.664555;0.0;12973634963;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-09-11;Provence-Alpes-Côte d'Azur;21.629166;52.144253;0.0;585353849;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-06-07;Pays de la Loire;15.604167;80.55002;4.0;12075728168;0;
ENT1 (+ ENT2);S1: Agriculture;2025-06-08;Grand-Est;;;;489156043;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-08-07;Île-de-France;16.527082;73.50395;0.5;32893143221;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-06-25;Grand-Est;;;;36928285;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-04-27;Bretagne;8.602083;91.236694;11.0;8749743053;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-05-09;Bretagne;13.766666;64.479576;0.0;19148136909;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-09-13;Occitanie;17.710417;78.65891;0.5;554185766;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-08-30;Grand-Est;;;;223391970;0;
ENT1 (+ ENT2);S1: Agriculture;2023-09-01;Bretagne;19.372917;82.95207;4.6;2456660001;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-12-26;Nouvelle Aquitaine;;;;13895514225;0;
ENT1 (+ ENT2);S1: Agriculture;2024-03-08;Pays de la Loire;8.877084;82.72587;2.5;908248124;1;Vacances d'hiver
ENT1 (+ ENT2);S3: Tertiaire;2024-03-05;Pays de la Loire;7.15625;80.6298;2.0;12407793186;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-08-17;Auvergne-Rhône-Alpes;23.018751;66.84814;1.9000001;4295283.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-05-28;Pays de la Loire;16.977083;81.09617;0.7;27805414814;0;
ENT1 (+ ENT2);S1: Agriculture;2024-09-17;Bretagne;15.868751;75.4832;0.0;2367595891;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-11-30;Nouvelle Aquitaine;;;;6574699.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-11-13;Occitanie;17.247917;80.18343;0.0;17862987388;0;
ENT1 (+ ENT2);S1: Agriculture;2024-05-20;Hauts-de-France;14.4875;82.702385;3.1;519139588;0;
ENT1 (+ ENT2);S2: Industrie;2025-09-08;Bretagne;16.270834;74.70616;0.0;2055230774;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-03-20;Bretagne;12.377083;77.756996;0.0;0.0;0;
ENT1 (+ ENT2);S1: Agriculture;2025-02-03;Nouvelle Aquitaine;;;;1095585248;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-12-16;Normandie;8.962501;93.23261;0.0;11200671332;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-11-26;Bourgogne-Franche-Comté;8.204166;88.05948;1.3;22748184901;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-08-28;Nouvelle Aquitaine;;;;17186109820;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-02-05;Hauts-de-France;4.625;87.963066;0.0;19491060591;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-12-25;Occitanie;6.4395833;96.45449;0.0;7726622041;1;Vacances de Noël
ENT1 (+ ENT2);S1: Agriculture;2025-05-12;Centre-Val de Loire;14.052083;82.894554;6.5;1049137841;0;
ENT1 (+ ENT2);S2: Industrie;2024-09-22;Provence-Alpes-Côte d'Azur;21.039583;67.85514;12.200001;1403703255;0;
ENT1 (+ ENT2);S2: Industrie;2023-08-01;Normandie;17.31875;82.69517;10.6;1496088569;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2025-08-22;Centre-Val de Loire;16.664583;69.30247;0.0;2642801.0;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2024-04-29;Normandie;10.464583;77.03878;0.0;529886703;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-12-15;Pays de la Loire;7.3624997;88.87377;0.0;1081027471;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-12-22;Centre-Val de Loire;7.214583;81.49101;14.3;475920785;1;Vacances de Noël
ENT1 (+ ENT2);S1: Agriculture;2024-09-03;Occitanie;20.095833;86.148506;21.0;875872848;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-02-04;Île-de-France;9.818749;80.4393;0.0;64836762696;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-08-16;Hauts-de-France;19.308332;77.37792;0.6;17497745497;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-08-19;Auvergne-Rhône-Alpes;23.152084;58.63698;2.6999998;450982156;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-03-06;Île-de-France;6.085417;86.88233;2.3;91037455;0;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-12-20;Auvergne-Rhône-Alpes;10.541667;90.60398;9.2;327462635;1;Vacances de Noël
ENT1 (+ ENT2);S1: Agriculture;2025-09-16;Bourgogne-Franche-Comté;14.099999;72.55663;0.0;295078025;0;
ENT1 (+ ENT2);S1: Agriculture;2025-12-10;Île-de-France;11.854167;90.037895;0.1;156271620;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-03-04;Pays de la Loire;5.46875;87.35203;5.3;1074112679;1;Vacances d'hiver
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-06-11;Grand-Est;;;;15908689633;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-12-16;Occitanie;4.9666667;89.11097;0.0;411670978;0;
ENT1 (+ ENT2);S1: Agriculture;2025-08-27;Hauts-de-France;20.4125;61.80681;0.1;1073418490;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-05-02;Hauts-de-France;20.535418;53.49739;0.0;12936214580;0;Vacances de printemps
